Boek;Hfd;Passage;Titel;Toelichting;Vraag
40;7;Matteüs 7:15-20;;"Terwijl de leerlingen onderweg zijn naar Gods nieuwe wereld, waarschuwt Jezus hen voor de valse profeten die ze daarbij tegen kunnen komen (7:15). Profeten – ook valse profeten - waren voor Jezus en zijn tijdgenoten een bekend verschijnsel. Maar over wie heeft Jezus het precies? 
Algemeen kun je zeggen dat de valse profeten mensen zijn die de leerlingen ervan af willen houden om de moeilijke weg te vinden die leidt naar de smalle poort. Een echte profeet zou de mensen juist aanmoedigen om deze weg wel te vinden, want een profeet wil het volk op het pad van God brengen.
De valse profeten worden omschreven als gevaarlijke wolven die lijken op onschuldige schapen. Het beeld maakt duidelijk dat de buitenkant niet strookt met de binnenkant. En het laat zien dat het van levensbelang is om deze profeten te mijden. 

Jezus geeft zijn leerlingen daarom ook een test mee om te bepalen of een profeet deugt: Net zoals de vruchten van een boom, kan je aan iemands daden zien of hij goed of slecht is . Aangezien je daden laten zien wat je gelooft, ontdek je – vroeg of laat – wat iemand ten diepste beweegt.";Het doel van profeten is om je op de weg van God te laten wandelen. Denk eens na over wie jou helpt om God te volgen in dit leven. Hoe kun je diegene hiervoor bedanken?
40;7;Matteüs 7:21-23;;"Met deze derde waarschuwing zien we nog een ander element naar voren komen in de drie waarschuwingen van Jezus: het ontmaskeren van verkeerde ideeën over jezelf. Als mens kun je jezelf namelijk snel voor de gek houden. Ook de leerlingen van Jezus kunnen snel denken dat ze er wel zijn als ze ‘Heer!’ tegen Hem zeggen. Maar dit verhaal ontmaskert elke vorm van zelfbedrog. 
Als je bij alles wat je doet Jezus’ naam noemt, maar niet doet wat God wil, dan sla je de bal/plank mis.

Door heel de Bergrede heen zien we dan ook constant de oproep van Jezus om scherp te blijven, aan zelfonderzoek te doen en niet te snel te denken dat je er wel bent.
Met deze derde en laatste waarschuwing sluit Jezus af. De drie waarschuwingen in 7:13-23 hebben dus drie doelen. De eerste waarschuwing (voor de brede poort) dwingt de leerlingen te kiezen tussen twee tegenovergestelde manieren van leven (7:13-14). De tweede waarschuwing (voor de valse profeten) dwingt de leerlingen waakzaam te zijn en op te blijven letten tijdens de reis (7:15-20). De derde waarschuwing heeft als doel om niet te snel te denken dat je er wel bent als je Jezus volgt, maar kritisch naar jezelf te blijven kijken (7:21-23).";Hoe blijf jij scherp en waakzaam? Wie kan jou hierbij aanmoedigen?
40;7;Matteüs 7:24-27;Bouwen op de Rots;"Jezus eindigt zijn toespraak met een gelijkenis. Hij stelt daarmee een vraag aan de luisteraars: Wat ga je nu eigenlijk doen met Mijn woorden? 
Om deze vraag op scherp te zetten, vertelt Hij over een verstandige man en een domme man die allebei een huis bouwen. Dit zijn herkenbare beelden voor de Joodse tijdgenoten van Jezus. Want in de heilige boeken van Israël komen ze namelijk ook al voor. Zo zijn ‘huizen’ in het boek Spreuken een beeld voor het leven dat iemand leidt. En in Genesis en Jesaja worden ‘stormen’ dan weer gebruikt als beeld voor Gods oordeel (Genesis 6-7; Jesaja 28:2; 29:6; 30:30).

Iemand die de woorden van Jezus hoort en er iets mee doet, wordt vergeleken met een verstandige man. Hij bouwt zijn leven op het onderwijs van Jezus, op ‘stevige grond’. Hij zet God centraal, en richt zijn hele leven daarop in. Tijdens het laatste oordeel (wanneer het gaat ‘stormen’) zal dan ook blijken dat zijn huis standhoudt. Het onderwijs van Jezus is betrouwbaar om op te bouwen.
Het huis van wie dat niet doet, zal bij stormweer in elkaar zakken. Er blijft niets van over.
Dit scherpe beeld wil geen zwart-wit wereldbeeld doorgeven, maar je dwingen tot een keuze. Ook al wordt het pas op het einde der tijden duidelijk, we worden opgeroepen om niet onverschillig te zijn en ook echt iets met het onderwijs van Jezus te doen.";Je hebt je nu in de hele Bergrede van Jezus verdiept. Wat wil jij doen met zijn woorden? Schrijf in maximaal vijf zinnen op wat je wilt doen en hang dit ergens op waar je het kunt zien, of stuur het naar iemand die je vertrouwt en die jou kan helpen om je hieraan te houden.
40;7;Matteüs 7:28-8:1;Afsluiting;"De rede van Jezus is tot een eind gekomen. Matteüs sluit in dit gedeelte de Bergrede af en werkt toe naar het volgende hoofdstuk in zijn evangelie. Maar eerst geeft hij zijn lezers en hoorders gelegenheid om op adem te komen en na te denken over wat Jezus allemaal gezegd heeft.

In de afsluiting zien we ook nog iets anders gebeuren: Matteüs laat zien hoe deze rede overkomt bij het publiek. ‘Zijn woorden maakten diepe indruk.’ Ze stellen geen vragen en gaan niet met Hem in discussie. Door deze stille mensenmassa komt de aandacht helemaal te liggen op de woorden van Jezus. Het onderstreept zijn autoriteit en gezag: als Jezus spreekt, luisteren de mensen en maken zijn woorden indruk. Matteüs geeft Jezus’ onderwijs minstens hetzelfde gewicht als het onderwijs van Mozes’. Maar Matteüs laat ook zien dat Jezus niet een ‘Mozes 2.0’ is. Jezus spreekt op eigen gezag en autoriteit. Dat kan Hij doen omdat Hij de Vader kent (Matteüs 11:27).
En zo maakt de afsluiting van de Bergrede een verbinding met het gedeelte dat volgt. Jezus zal doen wat Hij zegt. Waar in Matteüs 5-7 het onderwijs van Jezus centraal staat, zal Hij in Matteüs 8-9 rondtrekken, zieke mensen beter maken en vele wonderen verrichten.";Matteüs nodigt uit om een adempauze te nemen en alle woorden van Jezus op je in te laten werken. Wat is jou het meest bijgebleven van de Bergrede? Waarom?
40;8;Matteüs 8:14-22;Genezingsdienst ;"Na Jezus’ Bergrede zijn de mensen diep onder de indruk van zijn woorden. Als Jezus daarna ook nog zieke mensen beter maakt, begrijp je wel dat de mensen graag bij Hem willen horen. Als je bij Jezus bent, ervaar je een stukje hemel op aarde.

En zo komt er een wetsleraar bij Jezus, die met Hem mee wil gaan. Maar Jezus lijkt helemaal niet blij met dit enthousiasme. ‘Heb je wel in de gaten hoe moeilijk het is om Mij te volgen?’ Zelfs de Mensenzoon, degene die namens God zou komen – de messias – heeft niet eens een slaapplek.";Wil jij graag bij Jezus horen? Of vind je dat moeilijk? Waarom?
40;8;Matteüs 8:2-13;Groot geloof ;Jezus heeft net zijn Bergrede uitgesproken, waarin Hij vertelt over Gods nieuwe wereld. In die nieuwe wereld gaat het niet om macht of aanzien, maar om wat je doet. Het gaat erom dat je Gods wil doet en dat je goed bent voor andere mensen. En als Jezus van de berg is afgedaald, is daar die Romeinse soldaat. In de ogen van Joodse mensen iemand aan wie je een hekel hebt, en zeker niet iemand die Jezus’ woorden ter harte neemt. Maar juist deze soldaat heeft een groot geloof en vertrouwt op Jezus. Jezus is er zelf verbaasd over, en vooral blij!;Wie in jouw omgeving heeft een groot geloof, en wat kun je van hem of haar leren?
40;8;Matteüs 8:23-34;Klein geloof ;Na alles wat de leerlingen net met Jezus hebben meegemaakt – zijn woorden en de genezing van zoveel zieke mensen – zou je toch denken dat ze volledig op Jezus vertrouwen. Zoals die Romeinse soldaat, in Matteüs 8:5-13. Maar nu het erop aankomt, nu hun eigen vege lijf gered moet worden, is hun geloof ineens heel klein geworden. Ze ervaren Jezus’ redding aan den lijve. En alsof ze Hem voor het eerst ontmoeten, vragen ze zich verbaasd af: Wie is toch deze man?;Soms kun je zo dicht bij het vuur zitten en toch niet zien wat er werkelijk gebeurt, totdat je er zelf echt door geraakt wordt. Wanneer was jij echt onder de indruk van wie God is voor jou?
40;9;Matteüs 9:1-8;Wie kan vergeven? ;"Een paar mensen komen bij Jezus met een verlamde man. We lezen dit verhaal ook in Marcus 2:1-12 en Lucas 5:17-26. Daar lezen we dat deze vier mannen een gat in het dak maken om hun verlamde vriend bij Jezus te brengen. Wat een geloof!
Maar Matteüs legt hier de nadruk op de wetsleraren: zij vallen over Jezus’ woorden van vergeving, omdat zij vinden dat alleen God kan vergeven. Maar Jezus zegt: ‘Ik ben de Mensenzoon’ – met deze woorden verwijst Hij naar de volmacht die Hij van God gekregen heeft. En dáárom heeft ook Hij de macht om te vergeven.";Je kunt niet zomaar vergeving schenken, zeggen de wetsleraren. Wat is er volgens jou voor nodig om iemand te vergeven?
40;9;Matteüs 9:18-26;Opleving ;"Het is een bekend verhaal over het dochtertje van Jaïrus. In Matteüs heeft deze leider van de synagoge geen naam, maar in Marcus en Lucas wel. We kennen allemaal dit dochtertje, dat uit de dood wordt opgewekt. Maar het deel van het verhaal waarin de oude vrouw wordt genezen van bloedvloeiingen horen we minder vaak.
In het verhaal zelf merken we ook dat de mensen verdriet hebben over het jonge meisje dat is overleden, maar niemand ziet deze oude vrouw, die al zo lang ziek is en in stilte lijdt. Toch krijgen ze beiden van Jezus een nieuwe kans!";Voor Jezus is er geen verschil tussen jong en oud, iedereen is voor Hem even belangrijk. Wie gun jij een nieuwe kans?
40;9;Matteüs 9:27-34;Geestkracht of toverkracht? ;"Als je iets bijzonders hebt meegemaakt, wil je dat aan iedereen laten weten. Maar Jezus zegt tegen de blinde mannen die Hij genas: ‘Je mag het aan niemand vertellen.’ Dat is toch vreemd, zou je denken. Maar Jezus zegt vaker dat mensen wonderen niet moeten doorvertellen. Waarom?
Eén mogelijke verklaring staat in de erop volgende verzen. Jezus geneest daar iemand die niet kan praten. De mensen zijn onder de indruk. Maar de farizeeën zeggen: ‘Jezus doet dat dankzij de kwade geesten.’
Jezus weet dat de farizeeën op z’n zachtst gezegd niet blij met Hem zijn. Daarom is Hij voorzichtig, zodat Hij de mensen over het goede nieuws van Gods nieuwe wereld kan blijven vertellen.";Wat wil jij het liefst aan iedereen vertellen? En met welk nieuws ben je liever wat voorzichtiger?
40;9;Matteüs 9:35-10:4;Bijzondere arbeiders ;"In onze tijd zouden we zeggen dat Jezus het druk heeft – te druk. Hij reist rond, vertelt over Gods nieuwe wereld en maakt mensen beter. Maar als Hij al die mensen ziet, krijgt Hij medelijden: Er zijn  zoveel mensen die het moeilijk hebben. Zijn werk lijkt nooit af. Daarom geeft Hij zijn leerlingen, twaalf in totaal, de macht om hetzelfde te doen als Hij.
Maar voordat deze nieuwe medewerkers van Jezus op weg gaan, krijgen ze eerst nog instructies van Hem mee. In Matteüs is dit de tweede lange toespraak van Jezus, na de Bergrede. Het wordt ook wel de ‘zendingsrede’ genoemd. We gaan er de komende dagen uit lezen.";Wie gun jij het goede nieuws over Gods nieuwe wereld?
40;9;Matteüs 9:9-17;Wie kan genezen? ;"Een dokter? Voor tollenaars en zondaars? Is Jezus in de war? Een dokter is toch voor zieke mensen? Maar Jezus legt meteen uit wat Hij hiermee bedoelt: Hij is gekomen voor slechte mensen. Aan hén wil Hij goed nieuws vertellen. Net zoals een dokter zieke mensen beter wil maken.
Maar de vraag is ook: Wie zijn die slechte mensen? Want Jezus vervolgt: ‘Ik wil geen offers, maar ik wil dat jullie goed zijn voor elkaar’ (vers 13). Hij sluit hiermee aan bij de woorden van profeten zoals Micha en Jeremia. De mensen in hun tijd vonden dat ze precies deden wat God vroeg, maar ze kwamen van een koude kermis thuis.";Wat is jouw motivatie om goed te (willen) doen?
40;10;Matteüs 10:16-23;Bereid je maar (niet) voor! ;"De leerlingen gingen toch op weg om goed nieuws te brengen? Maar hier waarschuwt Jezus dat het niet makkelijk zal worden. Zijn de mensen dan niet blij met het goede nieuws? Blijkbaar niet, want de leerlingen moeten rekening houden met het risico dat ze vervolgd worden, dat ze verraden worden door hun eigen familieleden. Mensen die de macht hebben in deze wereld zitten niet te wachten op een nieuwe wereld waarin God alle macht heeft.
En net zoals de leerlingen geen letterlijke bepakking meenemen, hoeven ze zich ook niet voor te bereiden op deze risico’s. Want Jezus belooft dat God hen zal helpen om de juiste woorden te spreken.";Welke risico’s neem jij om over je geloof te vertellen?
40;10;Matteüs 10:24-33;Luid en duidelijk ;"‘Schreeuw het van de daken!’ zegt Jezus. Want wat Hij te vertellen heeft, is letterlijk alle moeite waard om te delen.
Hiervóór heeft Jezus verteld hoe moeilijk het kan zijn om het goede nieuws te vertellen. Maar nu zegt Hij dat zijn leerlingen niet bang hoeven te zijn. Want mensen kunnen je dan wel vervolgen en verraden, en zelfs doden. Maar God is machtiger dan al die mensen. Hij houdt zoveel van je dat Hij de moeite neemt om al je haren te tellen. En dat is de boodschap die je mag delen, dat mag iedereen horen!";Wat helpt jou om niet bang te zijn voor wat mensen van je denken?
40;10;Matteüs 10:34-11:1;Wat is het je waard? ;"Dit gedeelte uit Jezus’ ‘zendingsrede’ is misschien wel het lastigst voor ons. ‘Als je meer van je eigen ouders of kinderen houdt dan van Mij, kun je niet bij Mij horen,’ zegt Jezus. ‘En Mij volgen betekent: lijden en je leven verliezen.’
Jezus zegt niet dat je niet van je eigen familie mag houden, of dat je het lijden moet opzoeken. Maar als het erop aankomt, welke keuze maak je dan? Wie staat er dan op nummer één?
Jezus belooft dat als je iemand ontvangt of helpt die deze keuze moet maken, iemand die lijdt omwille van Hem, dat God je dan zal belonen.";Hoe kun jij mensen die voor zulke moeilijke keuzes staan, helpen? En wat helpt jou?
40;10;Matteüs 10:5-15;Op weg zonder ballast ;"Stel, je krijgt een heel belangrijke opdracht. Dan bereid je je toch zo goed mogelijk voor?

Maar volgens Jezus is dat alleen maar ballast, het zou je vooral in de weg zitten – al die spullen en vooraf bedachte plannen.
De opdracht die de leerlingen krijgen is wel heel belangrijk. Ze moeten alles krijgen wat ze daarvoor nodig hebben. Maar ze hoeven er niet zelf voor te zorgen, dat kost maar tijd en energie.
Al hun tijd en energie mag zitten in het goede nieuws over Gods nieuwe wereld!";Durf jij ‘zonder bepakking’ met God te reizen? Of neem je toch wat mee?
40;11;Mat. 11:27-30;Dagelijkse rust ;Jezus zocht geregeld de rust op om op adem te komen. Weg van de mensenmassa ging Hij bidden op een eenzame plek. Ook in Jezus’ tijd waren mensen vermoeid en belast. Niet alleen vanwege de moeilijke omstandigheden waarin zij leefden (het land was immers bezet door de Romeinen). Maar ook omdat de religieuze wetten en voorschriften veel van hen eisten. Jezus ziet het en zegt: ‘Als je zo moe bent, kom dan naar Mij. Mijn juk is licht.’ Het juk was in die tijd een beeld voor de lessen van de rabbi, de leraar. Jezus zegt dus: ‘Wat Ik van je vraag, wat Ik je wil leren is niet te moeilijk. Bij Mij vind je rust.’ Door bij Jezus te zijn leer je wat echt belangrijk is. Wat je prioriteit kunt geven in het leven. Wat echt voldoening geeft.  ;Bij Jezus is rust te vinden.  Schrijf eens op wat je deze dag allemaal hebt gedaan. Welke dingen voegden echt iets toe en gaven voldoening? Op welke momenten had je achteraf contact willen zoeken met God?  
40;11;Matteüs 11:16-30;Geef je gewonnen ;"In vers 6 zegt Jezus tegen Johannes: Gelukkig is degene die op Mij vertrouwt. Meteen daarna trekt Hij streng tegen zijn toehoorders van leer. Hij vertelt over Johannes en over zichzelf. Hij is boos dat de mensen niet willen zien wie zij zijn: Johannes is de nieuwe Elia en Jezus is de Mensenzoon.
Maar het gaat Jezus niet om ‘hel en verdoemenis’. Hij wil dat de mensen naar Hem luisteren en Hem vertrouwen: Kijk toch naar wat Ik heb gedaan!
Net zoals Johannes op Jezus moet vertrouwen, moeten ook de mensen Jezus leren vertrouwen. Jezus eindigt zijn toespraak met deze woorden: Kom bij Mij, geef je gewonnen, leer van Mij, en dan zul je werkelijk rust vinden.";Wat vind je ervan dat Jezus zo tegen de mensen spreekt?
40;11;Matteüs 11:2-15;Groot en klein ;"Johannes de Doper kende de profeten goed. Zij spraken al over hem, met woorden als: ‘Ik stuur iemand vooruit die de weg moet banen.’

Maar nu zit Johannes in de gevangenis, alle mooie woorden van de profeten ten spijt. En hij vraagt zich af: Is Jezus degene voor wie ik de weg moest banen?
Dan komen zijn leerlingen met het antwoord van Jezus: ‘Blinde mensen kunnen weer zien, (…) arme mensen horen het goede nieuws.’ En dan weet hij: Ja, het is Jezus.
Johannes, die de profeten kent, herkent wat Jezus zegt. Jezus roept teksten uit Jesaja in herinnering, zoals Jesaja 29:18-19. Daarmee laat Hij aan Johannes weten: je mag blijven vertrouwen op die woorden, je mag blijven vertrouwen op Mij.";Wat heb jij nodig om op Jezus te vertrouwen?
